Subject	Trial	TargBinary	ExpCond	PrimeCategory	PrimeType
5	4	0	Same	Transitive	Prime_B
5	3	1	Different	Locative	Prime_B
5	2	0	Different	Transitive	Prime_B
5	1	1	Same	Locative	Prime_B
5	24	1	Different	Locative	Prime_B
5	23	0	Same	Dative	Prime_B
5	22	0	Different	Transitive	Prime_B
5	21	1	Different	Locative	Prime_A
5	20	1	Same	Dative	Prime_A
5	19	1	Same	Transitive	Prime_A
5	18	1	Same	Locative	Prime_A
5	17	0	Same	Transitive	Prime_B
5	16	1	Different	Dative	Prime_A
5	15	1	Different	Transitive	Prime_A
5	14	1	Same	Locative	Prime_B
5	13	1	Different	Dative	Prime_B
6	2	1	Same	Transitive	Prime_B
6	4	0	Different	Transitive	Prime_B
6	5	0	Same	Dative	Prime_A
6	6	1	Same	Locative	Prime_A
6	7	0	Different	Dative	Prime_A
6	8	1	Same	Transitive	Prime_A
6	9	0	Same	Dative	Prime_B
6	11	0	Different	Dative	Prime_B
6	12	1	Different	Transitive	Prime_A
6	13	0	Same	Dative	Prime_B
6	14	1	Different	Locative	Prime_B
6	15	1	Same	Transitive	Prime_A
6	16	1	Same	Dative	Prime_A
6	17	0	Different	Transitive	Prime_B
6	18	1	Different	Locative	Prime_A
6	19	1	Different	Transitive	Prime_A
6	20	0	Different	Dative	Prime_A
6	21	1	Same	Locative	Prime_A
6	22	0	Same	Transitive	Prime_B
6	23	0	Different	Dative	Prime_B
6	24	0	Same	Locative	Prime_B
7	12	1	Different	Transitive	Prime_B
7	11	1	Different	Dative	Prime_A
7	9	1	Same	Dative	Prime_A
7	8	0	Same	Transitive	Prime_B
7	7	0	Different	Dative	Prime_B
7	6	0	Same	Locative	Prime_B
7	5	0	Same	Dative	Prime_B
7	4	1	Different	Transitive	Prime_A
7	1	0	Different	Locative	Prime_A
7	24	0	Same	Locative	Prime_A
7	23	0	Different	Dative	Prime_A
7	22	1	Same	Transitive	Prime_A
7	21	0	Same	Locative	Prime_B
7	20	0	Different	Dative	Prime_B
7	19	0	Different	Transitive	Prime_B
7	17	0	Different	Transitive	Prime_A
7	16	0	Same	Dative	Prime_B
7	15	1	Same	Transitive	Prime_B
7	13	0	Same	Dative	Prime_A
8	1	1	Same	Locative	Prime_A
8	2	1	Different	Transitive	Prime_A
8	3	0	Different	Locative	Prime_A
8	4	1	Same	Transitive	Prime_A
8	5	0	Different	Dative	Prime_B
8	7	0	Same	Dative	Prime_B
8	8	1	Different	Transitive	Prime_B
8	9	0	Different	Dative	Prime_A
8	10	1	Same	Locative	Prime_B
8	11	0	Same	Dative	Prime_A
8	12	1	Same	Transitive	Prime_B
8	13	0	Different	Dative	Prime_A
8	14	1	Same	Locative	Prime_A
8	15	1	Different	Transitive	Prime_B
8	16	1	Different	Dative	Prime_B
8	17	0	Same	Transitive	Prime_A
8	18	0	Same	Locative	Prime_B
8	20	1	Same	Dative	Prime_B
8	21	0	Different	Locative	Prime_B
8	22	1	Different	Transitive	Prime_A
8	23	1	Same	Dative	Prime_A
8	24	0	Different	Locative	Prime_A
9	2	1	Same	Transitive	Prime_A
9	3	1	Same	Locative	Prime_A
9	4	1	Different	Transitive	Prime_A
9	5	0	Same	Dative	Prime_B
9	7	0	Different	Dative	Prime_B
9	8	1	Same	Transitive	Prime_B
9	9	0	Same	Dative	Prime_A
9	11	0	Different	Dative	Prime_A
9	12	1	Different	Transitive	Prime_B
9	13	0	Same	Dative	Prime_A
9	14	1	Different	Locative	Prime_A
9	15	1	Same	Transitive	Prime_B
9	17	0	Different	Transitive	Prime_A
9	19	0	Different	Transitive	Prime_B
9	21	1	Same	Locative	Prime_B
9	22	1	Same	Transitive	Prime_A
9	23	0	Different	Dative	Prime_A
9	24	1	Same	Locative	Prime_A
10	12	1	Same	Transitive	Prime_B
10	11	1	Same	Dative	Prime_A
10	10	1	Same	Locative	Prime_B
10	9	1	Different	Dative	Prime_A
10	8	1	Different	Transitive	Prime_B
10	7	1	Same	Dative	Prime_B
10	6	1	Different	Locative	Prime_B
10	4	1	Same	Transitive	Prime_A
10	2	1	Different	Transitive	Prime_A
10	1	1	Same	Locative	Prime_A
10	24	0	Different	Locative	Prime_A
10	23	0	Same	Dative	Prime_A
10	22	1	Different	Transitive	Prime_A
10	21	1	Different	Locative	Prime_B
10	20	0	Same	Dative	Prime_B
10	18	1	Same	Locative	Prime_B
10	17	1	Same	Transitive	Prime_A
10	16	1	Different	Dative	Prime_B
10	15	1	Different	Transitive	Prime_B
10	14	1	Same	Locative	Prime_A
10	13	1	Different	Dative	Prime_A
11	1	0	Same	Locative	Prime_B
11	2	0	Different	Transitive	Prime_B
11	3	0	Different	Locative	Prime_B
11	4	0	Same	Transitive	Prime_B
11	5	1	Different	Dative	Prime_A
11	7	1	Same	Dative	Prime_A
11	8	1	Different	Transitive	Prime_A
11	9	1	Different	Dative	Prime_B
11	10	1	Same	Locative	Prime_A
11	11	0	Same	Dative	Prime_B
11	12	1	Same	Transitive	Prime_A
11	13	1	Different	Dative	Prime_B
11	14	0	Same	Locative	Prime_B
11	15	1	Different	Transitive	Prime_A
11	16	1	Different	Dative	Prime_A
11	17	0	Same	Transitive	Prime_B
11	18	1	Same	Locative	Prime_A
11	19	1	Same	Transitive	Prime_A
11	20	1	Same	Dative	Prime_A
11	21	0	Different	Locative	Prime_A
11	22	0	Different	Transitive	Prime_B
11	23	1	Same	Dative	Prime_B
11	24	0	Different	Locative	Prime_B
12	12	1	Different	Transitive	Prime_A
12	11	0	Different	Dative	Prime_B
12	10	1	Different	Locative	Prime_A
12	9	1	Same	Dative	Prime_B
12	8	1	Same	Transitive	Prime_A
12	6	1	Same	Locative	Prime_A
12	5	0	Same	Dative	Prime_A
12	4	0	Different	Transitive	Prime_B
12	2	1	Same	Transitive	Prime_B
12	1	1	Different	Locative	Prime_B
12	24	0	Same	Locative	Prime_B
12	23	1	Different	Dative	Prime_B
12	22	1	Same	Transitive	Prime_B
12	21	1	Same	Locative	Prime_A
12	20	1	Different	Dative	Prime_A
12	19	1	Different	Transitive	Prime_A
12	18	1	Different	Locative	Prime_A
12	17	1	Different	Transitive	Prime_B
12	16	1	Same	Dative	Prime_A
12	15	1	Same	Transitive	Prime_A
12	14	1	Different	Locative	Prime_B
12	13	1	Same	Dative	Prime_B
13	12	1	Same	Transitive	Prime_B
13	9	1	Different	Dative	Prime_A
13	8	1	Different	Transitive	Prime_B
13	7	0	Same	Dative	Prime_B
13	5	1	Different	Dative	Prime_B
13	3	0	Different	Locative	Prime_A
13	2	1	Different	Transitive	Prime_A
13	1	0	Same	Locative	Prime_A
13	24	0	Different	Locative	Prime_A
13	23	0	Same	Dative	Prime_A
13	22	1	Different	Transitive	Prime_A
13	21	1	Different	Locative	Prime_B
13	20	0	Same	Dative	Prime_B
13	19	1	Same	Transitive	Prime_B
13	18	1	Same	Locative	Prime_B
13	16	0	Different	Dative	Prime_B
13	15	0	Different	Transitive	Prime_B
13	14	1	Same	Locative	Prime_A
13	13	1	Different	Dative	Prime_A
14	1	1	Different	Locative	Prime_A
14	3	0	Same	Locative	Prime_A
14	4	1	Different	Transitive	Prime_A
14	6	0	Same	Locative	Prime_B
14	7	0	Different	Dative	Prime_B
14	8	1	Same	Transitive	Prime_B
14	11	0	Different	Dative	Prime_A
14	12	0	Different	Transitive	Prime_B
14	13	0	Same	Dative	Prime_A
14	14	1	Different	Locative	Prime_A
14	15	1	Same	Transitive	Prime_B
14	16	0	Same	Dative	Prime_B
14	17	1	Different	Transitive	Prime_A
14	18	1	Different	Locative	Prime_B
14	19	1	Different	Transitive	Prime_B
14	21	0	Same	Locative	Prime_B
14	22	1	Same	Transitive	Prime_A
14	23	0	Different	Dative	Prime_A
14	24	0	Same	Locative	Prime_A
16	1	1	Same	Locative	Prime_B
16	2	0	Different	Transitive	Prime_B
16	4	1	Same	Transitive	Prime_B
16	5	0	Different	Dative	Prime_A
16	7	1	Same	Dative	Prime_A
16	8	1	Different	Transitive	Prime_A
16	9	0	Different	Dative	Prime_B
16	10	1	Same	Locative	Prime_A
16	11	0	Same	Dative	Prime_B
16	12	1	Same	Transitive	Prime_A
16	13	1	Different	Dative	Prime_B
16	14	1	Same	Locative	Prime_B
16	15	1	Different	Transitive	Prime_A
16	16	1	Different	Dative	Prime_A
16	17	0	Same	Transitive	Prime_B
16	19	1	Same	Transitive	Prime_A
16	20	1	Same	Dative	Prime_A
16	21	1	Different	Locative	Prime_A
16	22	0	Different	Transitive	Prime_B
16	23	1	Same	Dative	Prime_B
16	24	0	Different	Locative	Prime_B
17	1	1	Different	Locative	Prime_B
17	2	0	Same	Transitive	Prime_B
17	3	0	Same	Locative	Prime_B
17	4	0	Different	Transitive	Prime_B
17	5	1	Same	Dative	Prime_A
17	7	1	Different	Dative	Prime_A
17	8	1	Same	Transitive	Prime_A
17	9	1	Same	Dative	Prime_B
17	10	0	Different	Locative	Prime_A
17	11	0	Different	Dative	Prime_B
17	12	1	Different	Transitive	Prime_A
17	13	0	Same	Dative	Prime_B
17	14	1	Different	Locative	Prime_B
17	15	1	Same	Transitive	Prime_A
17	17	0	Different	Transitive	Prime_B
17	18	1	Different	Locative	Prime_A
17	19	1	Different	Transitive	Prime_A
17	20	1	Different	Dative	Prime_A
17	21	1	Same	Locative	Prime_A
17	22	1	Same	Transitive	Prime_B
17	23	1	Different	Dative	Prime_B
17	24	1	Same	Locative	Prime_B
18	12	1	Same	Transitive	Prime_A
18	11	0	Same	Dative	Prime_B
18	10	1	Same	Locative	Prime_A
18	9	1	Different	Dative	Prime_B
18	8	1	Different	Transitive	Prime_A
18	7	1	Same	Dative	Prime_A
18	5	1	Different	Dative	Prime_A
18	4	1	Same	Transitive	Prime_B
18	3	0	Different	Locative	Prime_B
18	2	1	Different	Transitive	Prime_B
18	1	0	Same	Locative	Prime_B
18	24	0	Different	Locative	Prime_B
18	23	0	Same	Dative	Prime_B
18	22	0	Different	Transitive	Prime_B
18	21	1	Different	Locative	Prime_A
18	20	1	Same	Dative	Prime_A
18	19	1	Same	Transitive	Prime_A
18	17	0	Same	Transitive	Prime_B
18	16	1	Different	Dative	Prime_A
18	15	1	Different	Transitive	Prime_A
18	14	1	Same	Locative	Prime_B
18	13	0	Different	Dative	Prime_B
19	1	1	Same	Locative	Prime_A
19	2	1	Different	Transitive	Prime_A
19	4	0	Same	Transitive	Prime_A
19	5	1	Different	Dative	Prime_B
19	7	1	Same	Dative	Prime_B
19	8	0	Different	Transitive	Prime_B
19	9	1	Different	Dative	Prime_A
19	12	1	Same	Transitive	Prime_B
19	13	1	Different	Dative	Prime_A
19	14	1	Same	Locative	Prime_A
19	15	0	Different	Transitive	Prime_B
19	16	1	Different	Dative	Prime_B
19	17	1	Same	Transitive	Prime_A
19	19	0	Same	Transitive	Prime_B
19	20	1	Same	Dative	Prime_B
19	21	1	Different	Locative	Prime_B
19	22	1	Different	Transitive	Prime_A
19	23	1	Same	Dative	Prime_A
19	24	1	Different	Locative	Prime_A
20	12	1	Different	Transitive	Prime_B
20	11	1	Different	Dative	Prime_A
20	10	0	Different	Locative	Prime_B
20	9	1	Same	Dative	Prime_A
20	8	0	Same	Transitive	Prime_B
20	7	0	Different	Dative	Prime_B
20	6	0	Same	Locative	Prime_B
20	5	0	Same	Dative	Prime_B
20	4	1	Different	Transitive	Prime_A
20	2	1	Same	Transitive	Prime_A
20	24	0	Same	Locative	Prime_A
20	23	0	Different	Dative	Prime_A
20	22	1	Same	Transitive	Prime_A
20	21	1	Same	Locative	Prime_B
20	20	0	Different	Dative	Prime_B
20	19	0	Different	Transitive	Prime_B
20	17	1	Different	Transitive	Prime_A
20	15	1	Same	Transitive	Prime_B
20	14	0	Different	Locative	Prime_A
21	12	1	Same	Transitive	Prime_A
21	9	1	Different	Dative	Prime_B
21	8	1	Different	Transitive	Prime_A
21	7	1	Same	Dative	Prime_A
21	5	1	Different	Dative	Prime_A
21	4	0	Same	Transitive	Prime_B
21	3	1	Different	Locative	Prime_B
21	2	0	Different	Transitive	Prime_B
21	24	1	Different	Locative	Prime_B
21	23	0	Same	Dative	Prime_B
21	22	0	Different	Transitive	Prime_B
21	21	1	Different	Locative	Prime_A
21	20	1	Same	Dative	Prime_A
21	19	0	Same	Transitive	Prime_A
21	17	0	Same	Transitive	Prime_B
21	15	1	Different	Transitive	Prime_A
21	13	0	Different	Dative	Prime_B
22	2	0	Same	Transitive	Prime_B
22	4	0	Different	Transitive	Prime_B
22	5	0	Same	Dative	Prime_A
22	8	1	Same	Transitive	Prime_A
22	9	1	Same	Dative	Prime_B
22	11	1	Different	Dative	Prime_B
22	12	1	Different	Transitive	Prime_A
22	13	1	Same	Dative	Prime_B
22	14	1	Different	Locative	Prime_B
22	15	1	Same	Transitive	Prime_A
22	16	1	Same	Dative	Prime_A
22	17	1	Different	Transitive	Prime_B
22	18	1	Different	Locative	Prime_A
22	19	1	Different	Transitive	Prime_A
22	20	1	Different	Dative	Prime_A
22	21	1	Same	Locative	Prime_A
22	22	1	Same	Transitive	Prime_B
22	23	1	Different	Dative	Prime_B
22	24	1	Same	Locative	Prime_B
23	12	1	Different	Transitive	Prime_B
23	10	1	Different	Locative	Prime_B
23	9	0	Same	Dative	Prime_A
23	8	1	Same	Transitive	Prime_B
23	7	0	Different	Dative	Prime_B
23	5	0	Same	Dative	Prime_B
23	4	1	Different	Transitive	Prime_A
23	3	0	Same	Locative	Prime_A
23	1	0	Different	Locative	Prime_A
23	24	0	Same	Locative	Prime_A
23	23	0	Different	Dative	Prime_A
23	21	1	Same	Locative	Prime_B
23	19	0	Different	Transitive	Prime_B
23	18	1	Different	Locative	Prime_B
23	17	1	Different	Transitive	Prime_A
23	16	0	Same	Dative	Prime_B
23	13	0	Same	Dative	Prime_A
24	2	1	Different	Transitive	Prime_A
24	3	0	Different	Locative	Prime_A
24	5	0	Different	Dative	Prime_B
24	6	1	Different	Locative	Prime_B
24	7	0	Same	Dative	Prime_B
24	9	0	Different	Dative	Prime_A
24	10	0	Same	Locative	Prime_B
24	11	1	Same	Dative	Prime_A
24	12	0	Same	Transitive	Prime_B
24	13	1	Different	Dative	Prime_A
24	14	1	Same	Locative	Prime_A
24	15	1	Different	Transitive	Prime_B
24	17	0	Same	Transitive	Prime_A
24	18	1	Same	Locative	Prime_B
24	19	0	Same	Transitive	Prime_B
24	20	0	Same	Dative	Prime_B
24	21	1	Different	Locative	Prime_B
24	22	1	Different	Transitive	Prime_A
24	23	0	Same	Dative	Prime_A
24	24	0	Different	Locative	Prime_A
25	1	0	Different	Locative	Prime_A
25	2	1	Same	Transitive	Prime_A
25	3	1	Same	Locative	Prime_A
25	4	1	Different	Transitive	Prime_A
25	5	1	Same	Dative	Prime_B
25	6	1	Same	Locative	Prime_B
25	7	1	Different	Dative	Prime_B
25	8	0	Same	Transitive	Prime_B
25	9	1	Same	Dative	Prime_A
25	11	1	Different	Dative	Prime_A
25	12	0	Different	Transitive	Prime_B
25	13	1	Same	Dative	Prime_A
25	14	1	Different	Locative	Prime_A
25	15	0	Same	Transitive	Prime_B
25	16	1	Same	Dative	Prime_B
25	17	0	Different	Transitive	Prime_A
25	18	1	Different	Locative	Prime_B
25	19	0	Different	Transitive	Prime_B
25	20	1	Different	Dative	Prime_B
25	21	1	Same	Locative	Prime_B
25	22	1	Same	Transitive	Prime_A
25	23	1	Different	Dative	Prime_A
25	24	1	Same	Locative	Prime_A
26	12	0	Same	Transitive	Prime_B
26	11	1	Same	Dative	Prime_A
26	9	1	Different	Dative	Prime_A
26	8	0	Different	Transitive	Prime_B
26	7	0	Same	Dative	Prime_B
26	5	0	Different	Dative	Prime_B
26	4	1	Same	Transitive	Prime_A
26	2	1	Different	Transitive	Prime_A
26	24	0	Different	Locative	Prime_A
26	23	0	Same	Dative	Prime_A
26	22	1	Different	Transitive	Prime_A
26	21	1	Different	Locative	Prime_B
26	20	1	Same	Dative	Prime_B
26	19	0	Same	Transitive	Prime_B
26	18	1	Same	Locative	Prime_B
26	17	1	Same	Transitive	Prime_A
26	16	1	Different	Dative	Prime_B
26	15	1	Different	Transitive	Prime_B
26	14	1	Same	Locative	Prime_A
26	13	0	Different	Dative	Prime_A
27	1	0	Same	Locative	Prime_B
27	2	0	Different	Transitive	Prime_B
27	3	0	Different	Locative	Prime_B
27	4	0	Same	Transitive	Prime_B
27	5	0	Different	Dative	Prime_A
27	7	0	Same	Dative	Prime_A
27	8	0	Different	Transitive	Prime_A
27	9	1	Different	Dative	Prime_B
27	10	1	Same	Locative	Prime_A
27	11	0	Same	Dative	Prime_B
27	12	1	Same	Transitive	Prime_A
27	13	0	Different	Dative	Prime_B
27	14	0	Same	Locative	Prime_B
27	15	1	Different	Transitive	Prime_A
27	16	1	Different	Dative	Prime_A
27	17	0	Same	Transitive	Prime_B
27	18	1	Same	Locative	Prime_A
27	19	0	Same	Transitive	Prime_A
27	20	1	Same	Dative	Prime_A
27	21	1	Different	Locative	Prime_A
27	22	0	Different	Transitive	Prime_B
27	23	0	Same	Dative	Prime_B
27	24	0	Different	Locative	Prime_B
28	12	1	Different	Transitive	Prime_A
28	11	0	Different	Dative	Prime_B
28	10	1	Different	Locative	Prime_A
28	9	1	Same	Dative	Prime_B
28	8	1	Same	Transitive	Prime_A
28	7	0	Different	Dative	Prime_A
28	6	1	Same	Locative	Prime_A
28	5	0	Same	Dative	Prime_A
28	4	1	Different	Transitive	Prime_B
28	3	1	Same	Locative	Prime_B
28	2	1	Same	Transitive	Prime_B
28	1	0	Different	Locative	Prime_B
28	24	0	Same	Locative	Prime_B
28	23	0	Different	Dative	Prime_B
28	22	1	Same	Transitive	Prime_B
28	21	1	Same	Locative	Prime_A
28	20	1	Different	Dative	Prime_A
28	19	1	Different	Transitive	Prime_A
28	18	1	Different	Locative	Prime_A
28	17	0	Different	Transitive	Prime_B
28	15	1	Same	Transitive	Prime_A
28	14	1	Different	Locative	Prime_B
28	13	0	Same	Dative	Prime_B
29	12	0	Same	Transitive	Prime_B
29	11	0	Same	Dative	Prime_A
29	9	1	Different	Dative	Prime_A
29	8	1	Different	Transitive	Prime_B
29	7	0	Same	Dative	Prime_B
29	5	1	Different	Dative	Prime_B
29	4	1	Same	Transitive	Prime_A
29	2	0	Different	Transitive	Prime_A
29	1	1	Same	Locative	Prime_A
29	22	1	Different	Transitive	Prime_A
29	19	1	Same	Transitive	Prime_B
29	17	0	Same	Transitive	Prime_A
29	15	1	Different	Transitive	Prime_B
29	14	1	Same	Locative	Prime_A
29	13	1	Different	Dative	Prime_A
30	1	1	Different	Locative	Prime_A
30	2	1	Same	Transitive	Prime_A
30	3	0	Same	Locative	Prime_A
30	4	1	Different	Transitive	Prime_A
30	5	1	Same	Dative	Prime_B
30	6	1	Same	Locative	Prime_B
30	7	1	Different	Dative	Prime_B
30	8	0	Same	Transitive	Prime_B
30	9	1	Same	Dative	Prime_A
30	10	1	Different	Locative	Prime_B
30	11	1	Different	Dative	Prime_A
30	12	1	Different	Transitive	Prime_B
30	13	0	Same	Dative	Prime_A
30	14	1	Different	Locative	Prime_A
30	15	1	Same	Transitive	Prime_B
30	16	1	Same	Dative	Prime_B
30	17	1	Different	Transitive	Prime_A
30	18	1	Different	Locative	Prime_B
30	19	1	Different	Transitive	Prime_B
30	20	1	Different	Dative	Prime_B
30	21	1	Same	Locative	Prime_B
30	22	1	Same	Transitive	Prime_A
30	23	1	Different	Dative	Prime_A
30	24	0	Same	Locative	Prime_A
31	12	0	Different	Transitive	Prime_A
31	9	0	Same	Dative	Prime_B
31	8	0	Same	Transitive	Prime_A
31	7	0	Different	Dative	Prime_A
31	4	0	Different	Transitive	Prime_B
31	3	0	Same	Locative	Prime_B
31	2	0	Same	Transitive	Prime_B
31	22	1	Same	Transitive	Prime_B
31	21	1	Same	Locative	Prime_A
31	19	0	Different	Transitive	Prime_A
31	18	1	Different	Locative	Prime_A
31	17	0	Different	Transitive	Prime_B
31	15	1	Same	Transitive	Prime_A
31	14	1	Different	Locative	Prime_B
31	13	0	Same	Dative	Prime_B
32	2	0	Different	Transitive	Prime_B
32	3	0	Different	Locative	Prime_B
32	4	1	Same	Transitive	Prime_B
32	5	1	Different	Dative	Prime_A
32	7	1	Same	Dative	Prime_A
32	8	1	Different	Transitive	Prime_A
32	9	1	Different	Dative	Prime_B
32	10	1	Same	Locative	Prime_A
32	11	1	Same	Dative	Prime_B
32	12	1	Same	Transitive	Prime_A
32	13	0	Different	Dative	Prime_B
32	14	0	Same	Locative	Prime_B
32	15	1	Different	Transitive	Prime_A
32	17	0	Same	Transitive	Prime_B
32	18	1	Same	Locative	Prime_A
32	19	0	Same	Transitive	Prime_A
32	20	1	Same	Dative	Prime_A
32	21	1	Different	Locative	Prime_A
32	22	0	Different	Transitive	Prime_B
32	23	0	Same	Dative	Prime_B
32	24	0	Different	Locative	Prime_B
33	1	1	Different	Locative	Prime_B
33	2	1	Same	Transitive	Prime_B
33	3	1	Same	Locative	Prime_B
33	4	0	Different	Transitive	Prime_B
33	5	1	Same	Dative	Prime_A
33	6	1	Same	Locative	Prime_A
33	7	1	Different	Dative	Prime_A
33	8	1	Same	Transitive	Prime_A
33	9	1	Same	Dative	Prime_B
33	10	1	Different	Locative	Prime_A
33	11	1	Different	Dative	Prime_B
33	12	1	Different	Transitive	Prime_A
33	13	0	Same	Dative	Prime_B
33	14	1	Different	Locative	Prime_B
33	15	1	Same	Transitive	Prime_A
33	17	0	Different	Transitive	Prime_B
33	18	1	Different	Locative	Prime_A
33	19	0	Different	Transitive	Prime_A
33	21	1	Same	Locative	Prime_A
33	22	0	Same	Transitive	Prime_B
33	23	1	Different	Dative	Prime_B
33	24	1	Same	Locative	Prime_B
34	12	1	Same	Transitive	Prime_A
34	11	1	Same	Dative	Prime_B
34	10	1	Same	Locative	Prime_A
34	9	1	Different	Dative	Prime_B
34	8	1	Different	Transitive	Prime_A
34	7	1	Same	Dative	Prime_A
34	5	1	Different	Dative	Prime_A
34	4	0	Same	Transitive	Prime_B
34	3	1	Different	Locative	Prime_B
34	2	0	Different	Transitive	Prime_B
34	1	1	Same	Locative	Prime_B
34	24	0	Different	Locative	Prime_B
34	23	1	Same	Dative	Prime_B
34	22	0	Different	Transitive	Prime_B
34	21	1	Different	Locative	Prime_A
34	20	1	Same	Dative	Prime_A
34	19	1	Same	Transitive	Prime_A
34	18	1	Same	Locative	Prime_A
34	17	0	Same	Transitive	Prime_B
34	16	1	Different	Dative	Prime_A
34	15	1	Different	Transitive	Prime_A
34	14	0	Same	Locative	Prime_B
34	13	1	Different	Dative	Prime_B
35	2	1	Different	Transitive	Prime_A
35	3	0	Different	Locative	Prime_A
35	4	0	Same	Transitive	Prime_A
35	5	0	Different	Dative	Prime_B
35	7	0	Same	Dative	Prime_B
35	8	0	Different	Transitive	Prime_B
35	9	0	Different	Dative	Prime_A
35	10	0	Same	Locative	Prime_B
35	11	0	Same	Dative	Prime_A
35	12	1	Same	Transitive	Prime_B
35	13	1	Different	Dative	Prime_A
35	14	1	Same	Locative	Prime_A
35	15	1	Different	Transitive	Prime_B
35	17	1	Same	Transitive	Prime_A
35	18	0	Same	Locative	Prime_B
35	19	1	Same	Transitive	Prime_B
35	20	0	Same	Dative	Prime_B
35	21	0	Different	Locative	Prime_B
35	22	1	Different	Transitive	Prime_A
35	23	0	Same	Dative	Prime_A
35	24	0	Different	Locative	Prime_A
36	12	1	Different	Transitive	Prime_B
36	9	1	Same	Dative	Prime_A
36	8	0	Same	Transitive	Prime_B
36	7	0	Different	Dative	Prime_B
36	5	0	Same	Dative	Prime_B
36	4	1	Different	Transitive	Prime_A
36	2	1	Same	Transitive	Prime_A
36	1	0	Different	Locative	Prime_A
36	24	0	Same	Locative	Prime_A
36	23	0	Different	Dative	Prime_A
36	22	1	Same	Transitive	Prime_A
36	21	1	Same	Locative	Prime_B
36	20	0	Different	Dative	Prime_B
36	19	0	Different	Transitive	Prime_B
36	17	0	Different	Transitive	Prime_A
36	15	1	Same	Transitive	Prime_B
37	12	1	Same	Transitive	Prime_A
37	11	0	Same	Dative	Prime_B
37	10	1	Same	Locative	Prime_A
37	9	1	Different	Dative	Prime_B
37	8	1	Different	Transitive	Prime_A
37	7	0	Same	Dative	Prime_A
37	6	1	Different	Locative	Prime_A
37	5	0	Different	Dative	Prime_A
